ORIGEN,DESTINO,MOTIVO,VIAJES
ATENGUILLO,(OTRO MUNICIPIO),estudio,106.1
ATOTONILCO EL ALTO,(MISMO MUNICIPIO),estudio,13974.9
ATOTONILCO EL ALTO,(OTRA ENTIDAD),estudio,23.0
ATOTONILCO EL ALTO,(OTRO MUNICIPIO),estudio,483.1
ATOYAC,(MISMO MUNICIPIO),estudio,1774.1
ATOYAC,(OTRA ENTIDAD),estudio,6.0
ATOYAC,(OTRO MUNICIPIO),estudio,221.9
AUTLAN DE NAVARRO,(MISMO MUNICIPIO),estudio,17484.0
AUTLAN DE NAVARRO,(OTRA ENTIDAD),estudio,25.0
AUTLAN DE NAVARRO,(OTRO MUNICIPIO),estudio,412.0
AYOTLAN,(MISMO MUNICIPIO),estudio,10170.5
AYOTLAN,(OTRA ENTIDAD),estudio,210.0
AYOTLAN,(OTRO MUNICIPIO),estudio,311.5
AYUTLA,(MISMO MUNICIPIO),estudio,2926.3
AYUTLA,(OTRA ENTIDAD),estudio,14.0
AYUTLA,(OTRO MUNICIPIO),estudio,241.7
BOLANOS,(MISMO MUNICIPIO),estudio,2089.2
BOLANOS,(OTRA ENTIDAD),estudio,39.0
BOLANOS,(OTRO MUNICIPIO),estudio,93.8
CABO CORRIENTES,(MISMO MUNICIPIO),estudio,2850.5
CABO CORRIENTES,(OTRA ENTIDAD),estudio,20.0
CABO CORRIENTES,(OTRO MUNICIPIO),estudio,120.5
CANADAS DE OBREGON,(MISMO MUNICIPIO),estudio,852.3
CANADAS DE OBREGON,(OTRA ENTIDAD),estudio,9.0
CANADAS DE OBREGON,(OTRO MUNICIPIO),estudio,72.7
CASIMIRO CASTILLO,(MISMO MUNICIPIO),estudio,4814.7
CASIMIRO CASTILLO,(OTRA ENTIDAD),estudio,12.0
CASIMIRO CASTILLO,(OTRO MUNICIPIO),estudio,288.3
CHAPALA,(MISMO MUNICIPIO),estudio,11877.1
CHAPALA,(OTRA ENTIDAD),estudio,22.0
CHAPALA,(OTRO MUNICIPIO),estudio,1223.8
CHIMALTITAN,(MISMO MUNICIPIO),estudio,905.7
CHIMALTITAN,(OTRA ENTIDAD),estudio,6.0
CHIMALTITAN,(OTRO MUNICIPIO),estudio,53.3
CHIQUILISTLAN,(MISMO MUNICIPIO),estudio,1414.5
CHIQUILISTLAN,(OTRA ENTIDAD),estudio,0.0
CHIQUILISTLAN,(OTRO MUNICIPIO),estudio,65.5
CIHUATLAN,(MISMO MUNICIPIO),estudio,10379.4
CIHUATLAN,(OTRA ENTIDAD),estudio,590.0
CIHUATLAN,(OTRO MUNICIPIO),estudio,192.6
COCULA,(MISMO MUNICIPIO),estudio,7362.2
COCULA,(OTRA ENTIDAD),estudio,3.0
COCULA,(OTRO MUNICIPIO),estudio,600.8
COLOTLAN,(MISMO MUNICIPIO),estudio,5845.3
COLOTLAN,(OTRA ENTIDAD),estudio,179.0
COLOTLAN,(OTRO MUNICIPIO),estudio,206.7
CONCEPCION DE BUENOS AIRES,(MISMO MUNICIPIO),estudio,1507.9
CONCEPCION DE BUENOS AIRES,(OTRA ENTIDAD),estudio,2.0
CONCEPCION DE BUENOS AIRES,(OTRO MUNICIPIO),estudio,72.1
CUAUTITLAN DE GARCIA BARRAGAN,(MISMO MUNICIPIO),estudio,5421.0
CUAUTITLAN DE GARCIA BARRAGAN,(OTRA ENTIDAD),estudio,115.0
CUAUTITLAN DE GARCIA BARRAGAN,(OTRO MUNICIPIO),estudio,141.0
CUAUTLA,(MISMO MUNICIPIO),estudio,463.9
CUAUTLA,(OTRA ENTIDAD),estudio,1.0
CUAUTLA,(OTRO MUNICIPIO),estudio,26.1
CUQUIO,(MISMO MUNICIPIO),estudio,4174.3
CUQUIO,(OTRA ENTIDAD),estudio,22.0
CUQUIO,(OTRO MUNICIPIO),estudio,208.7
DEGOLLADO,(MISMO MUNICIPIO),estudio,4316.8
DEGOLLADO,(OTRA ENTIDAD),estudio,173.0
DEGOLLADO,(OTRO MUNICIPIO),estudio,106.2
EJUTLA,(MISMO MUNICIPIO),estudio,382.0
EJUTLA,(OTRA ENTIDAD),estudio,0.0
EJUTLA,(OTRO MUNICIPIO),estudio,43.0
EL ARENAL,(MISMO MUNICIPIO),estudio,5269.2
EL ARENAL,(OTRA ENTIDAD),estudio,4.0
EL ARENAL,(OTRO MUNICIPIO),estudio,579.7
EL GRULLO,(MISMO MUNICIPIO),estudio,6406.0
EL GRULLO,(OTRA ENTIDAD),estudio,11.0
EL GRULLO,(OTRO MUNICIPIO),estudio,487.0
EL LIMON,(MISMO MUNICIPIO),estudio,1041.2
EL LIMON,(OTRA ENTIDAD),estudio,4.0
EL LIMON,(OTRO MUNICIPIO),estudio,178.8
EL SALTO,(MISMO MUNICIPIO),estudio,49229.4
EL SALTO,(OTRA ENTIDAD),estudio,1146.0
EL SALTO,(OTRO MUNICIPIO),estudio,7543.4
ENCARNACION DE DIAZ,(MISMO MUNICIPIO),estudio,12564.9
ENCARNACION DE DIAZ,(OTRA ENTIDAD),estudio,530.0
ENCARNACION DE DIAZ,(OTRO MUNICIPIO),estudio,134.1
ETZATLAN,(MISMO MUNICIPIO),estudio,5423.0
ETZATLAN,(OTRA ENTIDAD),estudio,21.0
ETZATLAN,(OTRO MUNICIPIO),estudio,358.0
GOMEZ FARIAS,(MISMO MUNICIPIO),estudio,3750.8
GOMEZ FARIAS,(OTRA ENTIDAD),estudio,69.0
GOMEZ FARIAS,(OTRO MUNICIPIO),estudio,550.2
GUACHINANGO,(MISMO MUNICIPIO),estudio,840.1
GUACHINANGO,(OTRA ENTIDAD),estudio,66.0
GUACHINANGO,(OTRO MUNICIPIO),estudio,82.9
GUADALAJARA,(MISMO MUNICIPIO),estudio,307689.3
GUADALAJARA,(OTRA ENTIDAD),estudio,3475.0
GUADALAJARA,(OTRO MUNICIPIO),estudio,19818.9
HOSTOTIPAQUILLO,(MISMO MUNICIPIO),estudio,1997.0
HOSTOTIPAQUILLO,(OTRA ENTIDAD),estudio,41.0
HOSTOTIPAQUILLO,(OTRO MUNICIPIO),estudio,141.0
HUEJUCAR,(MISMO MUNICIPIO),estudio,1352.2
HUEJUCAR,(OTRA ENTIDAD),estudio,114.0
HUEJUCAR,(OTRO MUNICIPIO),estudio,108.8
HUEJUQUILLA EL ALTO,(MISMO MUNICIPIO),estudio,2831.5
HUEJUQUILLA EL ALTO,(OTRA ENTIDAD),estudio,90.0
HUEJUQUILLA EL ALTO,(OTRO MUNICIPIO),estudio,68.5
IXTLAHUACAN DE LOS MEMBRILLOS,(MISMO MUNICIPIO),estudio,16748.7
IXTLAHUACAN DE LOS MEMBRILLOS,(OTRA ENTIDAD),estudio,32.0
IXTLAHUACAN DE LOS MEMBRILLOS,(OTRO MUNICIPIO),estudio,1893.2
IXTLAHUACAN DEL RIO,(MISMO MUNICIPIO),estudio,5302.9
IXTLAHUACAN DEL RIO,(OTRA ENTIDAD),estudio,33.0
IXTLAHUACAN DEL RIO,(OTRO MUNICIPIO),estudio,226.1
JALOSTOTITLAN,(MISMO MUNICIPIO),estudio,7085.4
JALOSTOTITLAN,(OTRA ENTIDAD),estudio,39.0
JALOSTOTITLAN,(OTRO MUNICIPIO),estudio,278.6
JAMAY,(MISMO MUNICIPIO),estudio,5322.0
JAMAY,(OTRA ENTIDAD),estudio,3.0
JAMAY,(OTRO MUNICIPIO),estudio,889.0
JESUS MARIA,(MISMO MUNICIPIO),estudio,3888.4
JESUS MARIA,(OTRA ENTIDAD),estudio,49.0
JESUS MARIA,(OTRO MUNICIPIO),estudio,230.6
JILOTLAN DE LOS DOLORES,(MISMO MUNICIPIO),estudio,1952.9
JILOTLAN DE LOS DOLORES,(OTRA ENTIDAD),estudio,77.0
JILOTLAN DE LOS DOLORES,(OTRO MUNICIPIO),estudio,2.1
JOCOTEPEC,(MISMO MUNICIPIO),estudio,10646.7
JOCOTEPEC,(OTRA ENTIDAD),estudio,4.0
JOCOTEPEC,(OTRO MUNICIPIO),estudio,747.3
JUANACATLAN,(MISMO MUNICIPIO),estudio,6408.1
JUANACATLAN,(OTRA ENTIDAD),estudio,25.0
JUANACATLAN,(OTRO MUNICIPIO),estudio,2460.9
JUCHITLAN,(MISMO MUNICIPIO),estudio,1468.3
JUCHITLAN,(OTRA ENTIDAD),estudio,1.0
JUCHITLAN,(OTRO MUNICIPIO),estudio,74.7
LA BARCA,(MISMO MUNICIPIO),estudio,15779.0
LA BARCA,(OTRA ENTIDAD),estudio,186.0
LA BARCA,(OTRO MUNICIPIO),estudio,801.0
LA HUERTA,(MISMO MUNICIPIO),estudio,5559.8
LA HUERTA,(OTRA ENTIDAD),estudio,77.0
LA HUERTA,(OTRO MUNICIPIO),estudio,178.2
LA MANZANILLA DE LA PAZ,(MISMO MUNICIPIO),estudio,840.7
LA MANZANILLA DE LA PAZ,(OTRA ENTIDAD),estudio,5.0
LA MANZANILLA DE LA PAZ,(OTRO MUNICIPIO),estudio,59.3
LAGOS DE MORENO,(MISMO MUNICIPIO),estudio,44132.8
LAGOS DE MORENO,(OTRA ENTIDAD),estudio,446.0
LAGOS DE MORENO,(OTRO MUNICIPIO),estudio,118.2
MAGDALENA,(MISMO MUNICIPIO),estudio,5341.8
MAGDALENA,(OTRA ENTIDAD),estudio,30.0
MAGDALENA,(OTRO MUNICIPIO),estudio,524.2
MASCOTA,(MISMO MUNICIPIO),estudio,3435.1
MASCOTA,(OTRA ENTIDAD),estudio,35.0
MASCOTA,(OTRO MUNICIPIO),estudio,93.9
MAZAMITLA,(MISMO MUNICIPIO),estudio,3385.1
MAZAMITLA,(OTRA ENTIDAD),estudio,47.0
MAZAMITLA,(OTRO MUNICIPIO),estudio,144.9
MEXTICACAN,(MISMO MUNICIPIO),estudio,1137.5
MEXTICACAN,(OTRA ENTIDAD),estudio,35.0
MEXTICACAN,(OTRO MUNICIPIO),estudio,14.5
MEZQUITIC,(MISMO MUNICIPIO),estudio,5983.6
MEZQUITIC,(OTRA ENTIDAD),estudio,71.0
MEZQUITIC,(OTRO MUNICIPIO),estudio,105.4
MIXTLAN,(MISMO MUNICIPIO),estudio,705.4
MIXTLAN,(OTRA ENTIDAD),estudio,4.0
MIXTLAN,(OTRO MUNICIPIO),estudio,117.6
OCOTLAN,(MISMO MUNICIPIO),estudio,27408.4
OCOTLAN,(OTRA ENTIDAD),estudio,22.0
OCOTLAN,(OTRO MUNICIPIO),estudio,610.6
OJUELOS DE JALISCO,(MISMO MUNICIPIO),estudio,8263.7
OJUELOS DE JALISCO,(OTRA ENTIDAD),estudio,515.0
OJUELOS DE JALISCO,(OTRO MUNICIPIO),estudio,83.3
PIHUAMO,(MISMO MUNICIPIO),estudio,2506.5
PIHUAMO,(OTRA ENTIDAD),estudio,60.0
PIHUAMO,(OTRO MUNICIPIO),estudio,18.5
PONCITLAN,(MISMO MUNICIPIO),estudio,12665.7
PONCITLAN,(OTRA ENTIDAD),estudio,40.0
PONCITLAN,(OTRO MUNICIPIO),estudio,1397.3
PUERTO VALLARTA,(MISMO MUNICIPIO),estudio,73922.4
PUERTO VALLARTA,(OTRA ENTIDAD),estudio,780.0
PUERTO VALLARTA,(OTRO MUNICIPIO),estudio,165.6
QUITUPAN,(MISMO MUNICIPIO),estudio,1492.6
QUITUPAN,(OTRA ENTIDAD),estudio,11.0
QUITUPAN,(OTRO MUNICIPIO),estudio,22.4
SAN CRISTOBAL DE LA BARRANCA,(MISMO MUNICIPIO),estudio,652.6
SAN CRISTOBAL DE LA BARRANCA,(OTRA ENTIDAD),estudio,9.0
SAN CRISTOBAL DE LA BARRANCA,(OTRO MUNICIPIO),estudio,29.4
SAN DIEGO DE ALEJANDRIA,(MISMO MUNICIPIO),estudio,1923.9
SAN DIEGO DE ALEJANDRIA,(OTRA ENTIDAD),estudio,111.0
SAN DIEGO DE ALEJANDRIA,(OTRO MUNICIPIO),estudio,54.1
SAN GABRIEL,(MISMO MUNICIPIO),estudio,3384.9
SAN GABRIEL,(OTRA ENTIDAD),estudio,8.0
SAN GABRIEL,(OTRO MUNICIPIO),estudio,214.1
SAN IGNACIO CERRO GORDO,(MISMO MUNICIPIO),estudio,4093.4
SAN IGNACIO CERRO GORDO,(OTRA ENTIDAD),estudio,4.0
SAN IGNACIO CERRO GORDO,(OTRO MUNICIPIO),estudio,148.6
SAN JUAN DE LOS LAGOS,(MISMO MUNICIPIO),estudio,18691.0
SAN JUAN DE LOS LAGOS,(OTRA ENTIDAD),estudio,185.0
SAN JUAN DE LOS LAGOS,(OTRO MUNICIPIO),estudio,297.0
SAN JUANITO DE ESCOBEDO,(MISMO MUNICIPIO),estudio,2350.9
SAN JUANITO DE ESCOBEDO,(OTRA ENTIDAD),estudio,40.0
SAN JUANITO DE ESCOBEDO,(OTRO MUNICIPIO),estudio,388.1
SAN JULIAN,(MISMO MUNICIPIO),estudio,3669.0
SAN JULIAN,(OTRA ENTIDAD),estudio,58.0
SAN JULIAN,(OTRO MUNICIPIO),estudio,106.0
SAN MARCOS,(MISMO MUNICIPIO),estudio,838.5
SAN MARCOS,(OTRA ENTIDAD),estudio,3.0
SAN MARCOS,(OTRO MUNICIPIO),estudio,151.5
SAN MARTIN DE BOLANOS,(MISMO MUNICIPIO),estudio,717.7
SAN MARTIN DE BOLANOS,(OTRA ENTIDAD),estudio,7.0
SAN MARTIN DE BOLANOS,(OTRO MUNICIPIO),estudio,34.3
SAN MARTIN HIDALGO,(MISMO MUNICIPIO),estudio,6517.6
SAN MARTIN HIDALGO,(OTRA ENTIDAD),estudio,4.0
SAN MARTIN HIDALGO,(OTRO MUNICIPIO),estudio,656.4
SAN MIGUEL EL ALTO,(MISMO MUNICIPIO),estudio,7244.5
SAN MIGUEL EL ALTO,(OTRA ENTIDAD),estudio,10.0
SAN MIGUEL EL ALTO,(OTRO MUNICIPIO),estudio,335.5
SAN PEDRO TLAQUEPAQUE,(MISMO MUNICIPIO),estudio,141499.8
SAN PEDRO TLAQUEPAQUE,(OTRA ENTIDAD),estudio,1113.0
SAN PEDRO TLAQUEPAQUE,(OTRO MUNICIPIO),estudio,36697.2
SAN SEBASTIAN DEL OESTE,(MISMO MUNICIPIO),estudio,1125.5
SAN SEBASTIAN DEL OESTE,(OTRA ENTIDAD),estudio,14.0
SAN SEBASTIAN DEL OESTE,(OTRO MUNICIPIO),estudio,40.5
SANTA MARIA DE LOS ANGELES,(MISMO MUNICIPIO),estudio,752.2
SANTA MARIA DE LOS ANGELES,(OTRA ENTIDAD),estudio,9.0
SANTA MARIA DE LOS ANGELES,(OTRO MUNICIPIO),estudio,72.8
SANTA MARIA DEL ORO,(MISMO MUNICIPIO),estudio,336.4
SANTA MARIA DEL ORO,(OTRA ENTIDAD),estudio,24.0
SANTA MARIA DEL ORO,(OTRO MUNICIPIO),estudio,41.6
SAYULA,(MISMO MUNICIPIO),estudio,8991.8
SAYULA,(OTRA ENTIDAD),estudio,37.0
SAYULA,(OTRO MUNICIPIO),estudio,843.2
TALA,(MISMO MUNICIPIO),estudio,21264.9
TALA,(OTRA ENTIDAD),estudio,20.0
TALA,(OTRO MUNICIPIO),estudio,2146.1
TALPA DE ALLENDE,(MISMO MUNICIPIO),estudio,3781.7
TALPA DE ALLENDE,(OTRA ENTIDAD),estudio,4.0
TALPA DE ALLENDE,(OTRO MUNICIPIO),estudio,113.3
TAMAZULA DE GORDIANO,(MISMO MUNICIPIO),estudio,8555.8
TAMAZULA DE GORDIANO,(OTRA ENTIDAD),estudio,38.0
TAMAZULA DE GORDIANO,(OTRO MUNICIPIO),estudio,321.2
TAPALPA,(MISMO MUNICIPIO),estudio,5279.8
TAPALPA,(OTRA ENTIDAD),estudio,15.0
TAPALPA,(OTRO MUNICIPIO),estudio,252.2
TECALITLAN,(MISMO MUNICIPIO),estudio,3520.7
TECALITLAN,(OTRA ENTIDAD),estudio,53.0
TECALITLAN,(OTRO MUNICIPIO),estudio,394.3
TECHALUTA DE MONTENEGRO,(MISMO MUNICIPIO),estudio,973.9
TECHALUTA DE MONTENEGRO,(OTRA ENTIDAD),estudio,1.0
TECHALUTA DE MONTENEGRO,(OTRO MUNICIPIO),estudio,102.1
TECOLOTLAN,(MISMO MUNICIPIO),estudio,3692.8
TECOLOTLAN,(OTRA ENTIDAD),estudio,22.0
TECOLOTLAN,(OTRO MUNICIPIO),estudio,406.2
TENAMAXTLAN,(MISMO MUNICIPIO),estudio,1720.9
TENAMAXTLAN,(OTRA ENTIDAD),estudio,8.0
TENAMAXTLAN,(OTRO MUNICIPIO),estudio,171.1
TEOCALTICHE,(MISMO MUNICIPIO),estudio,9748.5
TEOCALTICHE,(OTRA ENTIDAD),estudio,194.0
TEOCALTICHE,(OTRO MUNICIPIO),estudio,19.5
TEOCUITATLAN DE CORONA,(MISMO MUNICIPIO),estudio,2363.6
TEOCUITATLAN DE CORONA,(OTRA ENTIDAD),estudio,0.0
TEOCUITATLAN DE CORONA,(OTRO MUNICIPIO),estudio,176.4
TEPATITLAN DE MORELOS,(MISMO MUNICIPIO),estudio,38053.3
TEPATITLAN DE MORELOS,(OTRA ENTIDAD),estudio,90.0
TEPATITLAN DE MORELOS,(OTRO MUNICIPIO),estudio,967.7
TEQUILA,(MISMO MUNICIPIO),estudio,11307.9
TEQUILA,(OTRA ENTIDAD),estudio,16.0
TEQUILA,(OTRO MUNICIPIO),estudio,639.1
TEUCHITLAN,(MISMO MUNICIPIO),estudio,2146.1
TEUCHITLAN,(OTRA ENTIDAD),estudio,8.0
TEUCHITLAN,(OTRO MUNICIPIO),estudio,407.9
TIZAPAN EL ALTO,(MISMO MUNICIPIO),estudio,4868.6
TIZAPAN EL ALTO,(OTRA ENTIDAD),estudio,49.0
TIZAPAN EL ALTO,(OTRO MUNICIPIO),estudio,107.4
TLAJOMULCO DE ZUNIGA,(MISMO MUNICIPIO),estudio,169760.8
TLAJOMULCO DE ZUNIGA,(OTRA ENTIDAD),estudio,588.0
TLAJOMULCO DE ZUNIGA,(OTRO MUNICIPIO),estudio,36679.0
TOLIMAN,(MISMO MUNICIPIO),estudio,2414.7
TOLIMAN,(OTRA ENTIDAD),estudio,41.0
TOLIMAN,(OTRO MUNICIPIO),estudio,146.3
TOMATLAN,(MISMO MUNICIPIO),estudio,8920.3
TOMATLAN,(OTRA ENTIDAD),estudio,27.0
TOMATLAN,(OTRO MUNICIPIO),estudio,88.7
TONALA,(MISMO MUNICIPIO),estudio,132918.1
TONALA,(OTRA ENTIDAD),estudio,137.0
TONALA,(OTRO MUNICIPIO),estudio,29611.6
TONAYA,(MISMO MUNICIPIO),estudio,1361.7
TONAYA,(OTRA ENTIDAD),estudio,5.0
TONAYA,(OTRO MUNICIPIO),estudio,79.3
TONILA,(MISMO MUNICIPIO),estudio,1809.0
TONILA,(OTRA ENTIDAD),estudio,365.0
TONILA,(OTRO MUNICIPIO),estudio,61.0
TOTATICHE,(MISMO MUNICIPIO),estudio,905.9
TOTATICHE,(OTRA ENTIDAD),estudio,11.0
TOTATICHE,(OTRO MUNICIPIO),estudio,79.0
TOTOTLAN,(MISMO MUNICIPIO),estudio,5241.1
TOTOTLAN,(OTRA ENTIDAD),estudio,33.0
TOTOTLAN,(OTRO MUNICIPIO),estudio,558.9
TUXCACUESCO,(MISMO MUNICIPIO),estudio,1020.5
TUXCACUESCO,(OTRA ENTIDAD),estudio,3.0
TUXCACUESCO,(OTRO MUNICIPIO),estudio,106.5
TUXCUECA,(MISMO MUNICIPIO),estudio,1555.6
TUXCUECA,(OTRA ENTIDAD),estudio,0.0
TUXCUECA,(OTRO MUNICIPIO),estudio,218.4
TUXPAN,(MISMO MUNICIPIO),estudio,9378.6
TUXPAN,(OTRA ENTIDAD),estudio,145.0
TUXPAN,(OTRO MUNICIPIO),estudio,1083.4
UNION DE SAN ANTONIO,(MISMO MUNICIPIO),estudio,4716.9
UNION DE SAN ANTONIO,(OTRA ENTIDAD),estudio,435.0
UNION DE SAN ANTONIO,(OTRO MUNICIPIO),estudio,182.1
UNION DE TULA,(MISMO MUNICIPIO),estudio,3341.8
UNION DE TULA,(OTRA ENTIDAD),estudio,3.0
UNION DE TULA,(OTRO MUNICIPIO),estudio,274.2
VALLE DE GUADALUPE,(MISMO MUNICIPIO),estudio,1447.3
VALLE DE GUADALUPE,(OTRA ENTIDAD),estudio,4.0
VALLE DE GUADALUPE,(OTRO MUNICIPIO),estudio,69.7
VALLE DE JUAREZ,(MISMO MUNICIPIO),estudio,1230.3
VALLE DE JUAREZ,(OTRA ENTIDAD),estudio,42.0
VALLE DE JUAREZ,(OTRO MUNICIPIO),estudio,75.7
VILLA CORONA,(MISMO MUNICIPIO),estudio,4070.2
VILLA CORONA,(OTRA ENTIDAD),estudio,42.0
VILLA CORONA,(OTRO MUNICIPIO),estudio,494.6
VILLA GUERRERO,(MISMO MUNICIPIO),estudio,1314.1
VILLA GUERRERO,(OTRA ENTIDAD),estudio,2.0
VILLA GUERRERO,(OTRO MUNICIPIO),estudio,108.9
VILLA HIDALGO,(MISMO MUNICIPIO),estudio,5059.1
VILLA HIDALGO,(OTRA ENTIDAD),estudio,163.0
VILLA HIDALGO,(OTRO MUNICIPIO),estudio,73.9
VILLA PURIFICACION,(MISMO MUNICIPIO),estudio,2540.4
VILLA PURIFICACION,(OTRA ENTIDAD),estudio,8.0
VILLA PURIFICACION,(OTRO MUNICIPIO),estudio,43.6
YAHUALICA DE GONZALEZ GALLO,(MISMO MUNICIPIO),estudio,4962.3
YAHUALICA DE GONZALEZ GALLO,(OTRA ENTIDAD),estudio,102.0
YAHUALICA DE GONZALEZ GALLO,(OTRO MUNICIPIO),estudio,189.7
ZACOALCO DE TORRES,(MISMO MUNICIPIO),estudio,6740.9
ZACOALCO DE TORRES,(OTRA ENTIDAD),estudio,17.0
ZACOALCO DE TORRES,(OTRO MUNICIPIO),estudio,444.1
ZAPOPAN,(MISMO MUNICIPIO),estudio,361442.5
ZAPOPAN,(OTRA ENTIDAD),estudio,2053.0
ZAPOPAN,(OTRO MUNICIPIO),estudio,44001.4
ZAPOTILTIC,(MISMO MUNICIPIO),estudio,7781.2
ZAPOTILTIC,(OTRA ENTIDAD),estudio,119.0
ZAPOTILTIC,(OTRO MUNICIPIO),estudio,938.8
ZAPOTITLAN DE VADILLO,(MISMO MUNICIPIO),estudio,1913.8
ZAPOTITLAN DE VADILLO,(OTRA ENTIDAD),estudio,207.0
ZAPOTITLAN DE VADILLO,(OTRO MUNICIPIO),estudio,118.2
ZAPOTLAN DEL REY,(MISMO MUNICIPIO),estudio,3970.6
ZAPOTLAN DEL REY,(OTRA ENTIDAD),estudio,0.0
ZAPOTLAN DEL REY,(OTRO MUNICIPIO),estudio,560.4
ZAPOTLAN EL GRANDE,(MISMO MUNICIPIO),estudio,32249.6
ZAPOTLAN EL GRANDE,(OTRA ENTIDAD),estudio,171.0
ZAPOTLAN EL GRANDE,(OTRO MUNICIPIO),estudio,290.2
ZAPOTLANEJO,(MISMO MUNICIPIO),estudio,16208.7
ZAPOTLANEJO,(OTRA ENTIDAD),estudio,128.0
ZAPOTLANEJO,(OTRO MUNICIPIO),estudio,811.3
